"0","1","2","3","4","5","6","7","8","9","10","11","12","$oid","review_id","user_id","business_id","stars","useful","funny","cool","text","date","$oid (right)"
15677,"GKPLJQW8FqHAWQbllymsog","Flying Fish - Temporarily Unavailable","2101 Epcot Resorts Blvd","Orlando","FL","32830",28.3671195,-81.5558676,4,418,1,"American (New), Seafood, Cocktail Bars, Restaurants, Bars, Nightlife","61aca52666e2b451ab58b20b","5ycyr0PVyG7EvolFbolLpw","PPwbY9PhyZXKhxAQzLN9Dw","GKPLJQW8FqHAWQbllymsog",5,0,0,0,"Everything we had was phenomenal. I had the scallops with pumpkin risotto. They were buttery and flavorful! The blood orange margarita was DELICIOUS. I have been very disappointed with almost all Disney dining options, but flying fish was well worth the trip to the boardwalk.",1414376103000,"61aca64ba536b27596ec2787"
15677,"GKPLJQW8FqHAWQbllymsog","Flying Fish - Temporarily Unavailable","2101 Epcot Resorts Blvd","Orlando","FL","32830",28.3671195,-81.5558676,4,418,1,"American (New), Seafood, Cocktail Bars, Restaurants, Bars, Nightlife","61aca52666e2b451ab58b20b","3XhAxV7x5xCcBzjb4HystQ","LUoX5U6hh9WV81jKtOb6Gg","GKPLJQW8FqHAWQbllymsog",2,0,0,0,"Over priced pretentious food....waiter actually stood at our table and read the menu to us.....uh, ok...thanks but we can read. Waste of time and money.",1531786758000,"61aca64ba536b27596ec2863"
15677,"GKPLJQW8FqHAWQbllymsog","Flying Fish - Temporarily Unavailable","2101 Epcot Resorts Blvd","Orlando","FL","32830",28.3671195,-81.5558676,4,418,1,"American (New), Seafood, Cocktail Bars, Restaurants, Bars, Nightlife","61aca52666e2b451ab58b20b","9g6sb1Xp-A7IsSQzTheu8g","e-mW7Sh5a45hrE7cOc0Bgw","GKPLJQW8FqHAWQbllymsog",3,0,0,0,"Artisanal cheese appetizer was good. Took 15 minutes to get our waitress to the table another 15 to get my drink to the table . Risotto was great! The steak was over salted & I couldn't eat it! Sorbet was terrific! Potato bread was so tasty! Sushi appetizer was awesome! Would I go here again on my next visit probably not!",1432647138000,"61aca64ba536b27596ec2862"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","Ltk21NKmKW9godxCWw7-1Q","ao4_LR8V8vsEaP6cjL1s_A","VFvCFOYtyK9ae4Skxvf3vA",4,0,0,0,"I came here after a bruins game, loved it. Poutine is one of my all time favorite foods and this is the best I have had in Boston. They have a decent beer selection as well. Only complaint would have been the poutine could have used a little more gravy, was dry once I got to the bottom.",1426707733000,"61aca64ba536b27596ec2737"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","tMWyjEYMeo3jNoSS4hpfVw","npvWO1KJAoARxFUixskoBA","VFvCFOYtyK9ae4Skxvf3vA",5,0,0,0,"One of the best veggie burgers I've ever eaten. The poutine with mushroom miso gravy is out of this world. And the IPA and chocolate stouts my party ordered were both delicious.",1508877204000,"61aca64ba536b27596ec2816"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","Z78So17UcXTPhGdNG_ESkA","MLBXgfnsDQ-PvsXiOlIEGA","VFvCFOYtyK9ae4Skxvf3vA",4,0,0,0,"Sometimes you walk into a place and realize that it may be just for you. So when I heard there was a new poutine place in Boston, I said ""Yay!"" When I heard they had a solid craft beer list, I said ""Woo Hoo!"" When I heard four of those craft beers were draft lines, I leapt in the air!

No frills, great food, great beer, great staff. Small and cozy. Not much bar space. So many Sauses and options you could visit Saus a dozen times and never eat the same thing twice. Which is great because everything I've had was superb. Shaved Brussels sprouts! With bleu cheese and bacon!",1427902981000,"61aca64ba536b27596ec27e1"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","EqJ4S4kkASokUC01VPdRjQ","usNNgZYg18ucpqhOK9XeJQ","VFvCFOYtyK9ae4Skxvf3vA",3,0,0,1,"fun place for comfort food...good to have another global choice to choose from, dutch street food....

if you are in the mood for heavy carbs like pomme frites and poutine, then this place is good....these items in of themselves were ok, the potatoes were a bit bland and needed more salt, but it is the sauces that make it stand out....

my favorites are the vampire slayer and the bacon parmesan....

service and price are very good....

our 8 year old son loved it though and cant wait to go back....",1440946639000,"61aca64ba536b27596ec28e5"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","Q0eMlF-wvo4emqm_TpjnFg","TylOr9YYTV3znqIvH7kdmQ","VFvCFOYtyK9ae4Skxvf3vA",2,1,0,0,"The fries here are okay. I wasn't a huge fan of Pommes Frites or Belgian style fries, I didn't think there was much difference between them or regular french fries. The 'saus'es are cleverly named but the Vampire slayer was okay and I didn't much get much of anything besides just the creamy texture. It seems like they're trying really hard to be this dive-ish, hipster-y kind of place but the fries are kind of forgettable.",1443076191000,"61aca64ba536b27596ec2932"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","6_ZjimWcKV00_Dyd4OZN2Q","cF_WyC8YmdkwXG8vDYRhTw","VFvCFOYtyK9ae4Skxvf3vA",5,1,0,1,"My all out favorite eating establishment in Boston, because who doesn't love waffles and french fries? Not too mention oodles of mouthwatering sauces that should leave you coming back all the time. If you haven't tried all the sauces, you truly haven't experienced Saus, and that goes just as well for the waffles. I took my girlfriend here for deep-fried turkey fest and we had a ball! I'm a french fry connoisseur of sorts, and these frites are miles ahead of the competition. Also I don't think I've ever met a nicer staff in any eating establishment, and there's something exciting and new every month! Check out Tuesday night board game nights and grab some frites! Can't tell you how many times I've left campus to sneak away here before the next class. Love this place.",1354603327000,"61aca64ba536b27596ec285e"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","COAGHm7zoXzkbda0RHu2cA","CESIxRplQxxE0ruEXrrVSg","VFvCFOYtyK9ae4Skxvf3vA",3,1,0,1,"This place is a pretty chill place to eat..but whoever is next table over..is very close to you..like VERY. I thought the tables were too close, i had a hard time going in between to sit on the bench inside. You basically order up front and when they call your name..you go get it. There's a bathroom downstairs..but the stairs are very..greasy feeling, i thought i would slip and fall down the whole time i walked.

I tried the poutine fries, a large order for $8 and it was okay, there are cheese curds...but not enough gravy :( How can poutine be good with that little gravy?? Sigh* Saus, don't be so cheap!! Give us more!! And i do prefer more melted cheese.",1349707003000,"61aca64ba536b27596ec28e8"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","7v7YILb78f_vZG48XbxeAA","k3ff4_sp4gUQkTytauC7Jg","VFvCFOYtyK9ae4Skxvf3vA",4,0,0,0,"Awesome fries! Crispy, hot, salty, and delicious. Make sure to get at least a couple sauces--we got the cheddar, garlic, and mustard and couldn't decide which we liked best; they were all delicious!

The sandwich we tried (chicken satay pita) was fine but nothing to write home about. The fries are where it's at! Next time I want to try their beer floats... :)",1405272641000,"61aca64ba536b27596ec2930"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","PrG6mmDuYlxQyzwJPVJrmQ","UFormfOCiQrIh2lGo5fJMg","VFvCFOYtyK9ae4Skxvf3vA",4,0,0,0,"The current special blew me away completely. It was a waffle with scallions, cheese, and pork belly and WOW. Didn't know I could have such an emotional reaction to food but I took one bite and almost happy cried. Felt like I was drugged with deliciousness

I've had sandwiches here in the past and they're good but nothing special. Poutine was a bit greasy but waffles are always on point!",1464658653000,"61aca64ba536b27596ec28e6"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","7M8NoL2eVDVr_ufUmPpMIQ","I8yweUgDP3VqGhL1J1xRBg","VFvCFOYtyK9ae4Skxvf3vA",2,1,0,0,"Damn, I dont know what happened here but the waffle style has totally changed. I walked over to Saus from my work in the financial district Saturday night, I had my heart set on the waffle and they have the best sauces. However, what I got wasn't the liege waffle with the crunchy pearl sugar that I'm used to getting but ratjher a thicker smaller version of just a regular waffle. What happened, was it just an off night that one of the workers just threw together a regular waffle or has the style of the waffle totally changed? The sauces were still very good. 

Hopefull its just an off night and I can go back and update my review.",1516510172000,"61aca64ba536b27596ec2852"
12705,"VFvCFOYtyK9ae4Skxvf3vA","Saus","33 Union St","Boston","MA","02108",42.3610800092,-71.0570718851,4,1253,1,"Beer Bar, Fast Food, Specialty Food, Food Stands, Food, Bars, Sandwiches, Nightlife, American (Traditional), Restaurants, Belgian","61aca52666e2b451ab58b094","oa8D2gbP0nua0DOpuuO3QA","81FdpyW6wLIyqA_Saun-jA","VFvCFOYtyK9ae4Skxvf3vA",5,0,1,0,"Small little place but extremely friendly staff, delicious poutine, sandwich and dips for the fries.",1496785602000,"61aca64ba536b27596ec2859"
14745,"XgwuAwl2yLDF5hv611NKLA","Sorelle","282 Congress St","Boston","MA","02110",42.3530984,-71.0530039,3,140,1,"Restaurants, Bakeries, Coffee & Tea, Cafes, Food","61aca52666e2b451ab58b18f","6vMdSfbUjlOzRRDJoEiu3w","4XRiuwRGfizTt-aTcmptPQ","XgwuAwl2yLDF5hv611NKLA",4,0,0,0,"This would be an easy four star for me...aw, shucks, I was gonna give a three except for one big thing that nearly resulted in minus 1-star...they almost never have any bread left after, say, 3 or 4 pm, which is really, really %^$#@ ridiculous for a...sandwich shop. I get that they want to serve fresh, and don't want to be stuck with too much leftover bread, but...not everyone only eats a sandwich between say noon and 2.

That said, this is a nice location, clean, fine service, quick...have really liked the pressed caprese panini, the breakfast potato/spinach/egg roll-up, a very nice havarti/egg/tomatoe breakfat bagel sandwich... even the oatmeal is good. Excellent, strong coffee...a nice mix of soup of the day,salads, wraps, pressed, sweets for the sweet. Just wish you could have some sandwich bread after the lunchtime rush, but a good spot nonetheless.",1340676717000,"61aca64ba536b27596ec2861"
15498,"1r3_9mn5C0FcWlpDhcbTNA","Slate Restaurant","8323 W Sand Lake Rd","Orlando","FL","32819",28.4500800062,-81.4967778884,4,421,1,"American (New), Local Flavor, Restaurants","61aca52666e2b451ab58b1f2","d_H_Svs8Ocme1fjQA8Ehgw","ra47CHZUHgq4WoZIBCLyVw","1r3_9mn5C0FcWlpDhcbTNA",4,0,0,0,"Reminded me of Northern California. The seating is not the best but other than that
this is a great place. Very nice people. Great service. Very healthy and tasty food.
I had the Roast Chicken and loved it. They have a cool fireplace as well.
I will be back to try a couple of other things. They have brunch as well but call first...
Have Fun.",1455238688000,"61aca64ba536b27596ec27f3"
15498,"1r3_9mn5C0FcWlpDhcbTNA","Slate Restaurant","8323 W Sand Lake Rd","Orlando","FL","32819",28.4500800062,-81.4967778884,4,421,1,"American (New), Local Flavor, Restaurants","61aca52666e2b451ab58b1f2","qA-g84mA3gvsLT7uYk7Scw","0bDerKDYLIwcXTQHIjZOvw","1r3_9mn5C0FcWlpDhcbTNA",3,0,0,0,"Food was par. Online dessert menu says they had a Peanut Butter Chocolate something or other. They sold me on it. Got there and was told menu online isn't updated, sorry.

That was fine, until we had the most annoyed server in the place. Received the HARDEST eye roll of the night for bothering to ask for ketchup. Sorry, I tend to dip my fries in something. 

Pass",1506908724000,"61aca64ba536b27596ec2788"
15498,"1r3_9mn5C0FcWlpDhcbTNA","Slate Restaurant","8323 W Sand Lake Rd","Orlando","FL","32819",28.4500800062,-81.4967778884,4,421,1,"American (New), Local Flavor, Restaurants","61aca52666e2b451ab58b1f2","-ODWbiQY9VSuRBhpIm5qeg","ZgEGy3g-4zLQc_2JCCl-dw","1r3_9mn5C0FcWlpDhcbTNA",2,0,0,0,"Overpriced and too much frufru...
Very noisy and not a good selection for lunch.
Too expensive and over spiced.
Tried four tomes nut still disappointed.
Seasons 52 much better!!",1467564662000,"61aca64ba536b27596ec2860"
13065,"oseNPKndpybN2ZfvXzDyWQ","Flippers Pizzeria","11062 International Dr","Orlando","FL","32821",28.40445782,-81.45698912,3.5,178,1,"Pizza, Restaurants, Sandwiches, Italian","61aca52666e2b451ab58b0ba","2S5jUUFaoQDGVLNzzvI5Ag","91vuBK2s_mPgw-FEDBRDeQ","oseNPKndpybN2ZfvXzDyWQ",2,1,0,0,"The food here was mediocre at best. The service was good, however we were the only patrons there at the time. The water, lemonade and Pepsi had a strange taste. Not sure if it was the ice or the cups but all the drinks were awful. The pizza (Margherita) was made with canned crushed tomatoes and was very bland..probably the worst pizza we've had (and we love most pizza). The breadsticks were swimming in butter and very salty and doughy.
Overall, the food and drinks were terrible. Will not be back and would not recommend.",1512250744000,"61aca64ba536b27596ec2935"
14014,"MjpH-uP90jTUp_KqAOiBJg","Stella","1525 Washington St","Boston","MA","02118",42.3398827,-71.0725726,4,816,0,"Bars, Wine Bars, Food, Restaurants, Vegetarian, Italian, Cafes, Nightlife, Desserts","61aca52666e2b451ab58b124","i9lNqV8b2Dq9fBSxbx2hdg","HouuYM2tyFERq6dvjD6mfg","MjpH-uP90jTUp_KqAOiBJg",4,1,0,0,"I live just down the street and so my roommates and I went here for dinner on Sunday. It was great weather to sit outside! Two of us shared the Linguine with Asparagus Cream and the Quattro Funghi pizza. 
The pasta was good but nothing spectacular. It was more oily than necessary. I would have like a bit more cream sauce also. 
The pizza was fantastic. Thin and crispy.  And if you're a mushroom fan this will not disappoint! 
I wanna go back to check out the awesome brunch everyone is talking about.

Only one negative remark: One of the staff was refilling my roommate's water and filled it too much. It overflowed and spilled on her leg. He moved on to the next table without even saying anything... and it wasn't like he didn't see what he did. But I didn't deduct a star for this bc our server was quite friendly and cheerful.",1344992138000,"61aca64ba536b27596ec2828"
14014,"MjpH-uP90jTUp_KqAOiBJg","Stella","1525 Washington St","Boston","MA","02118",42.3398827,-71.0725726,4,816,0,"Bars, Wine Bars, Food, Restaurants, Vegetarian, Italian, Cafes, Nightlife, Desserts","61aca52666e2b451ab58b124","I0fD-iLzAgy7XZw9r_6o5Q","TWiXGr_ByMg8UNVLJ7sQDQ","MjpH-uP90jTUp_KqAOiBJg",4,0,0,0,"Bloody Mary for the win! After a stint in Milwaukee this Bloody Mary can hold its own. Strong and spicy!

As for the brunch we had the omelette, frittata and Caesar salad ( with limoncello vinegarette). The lemon dressing was awesome. Portions were big and good solid flavors. 

Pretty good value for the area with quantity and quality.",1474215182000,"61aca64ba536b27596ec2780"
14014,"MjpH-uP90jTUp_KqAOiBJg","Stella","1525 Washington St","Boston","MA","02118",42.3398827,-71.0725726,4,816,0,"Bars, Wine Bars, Food, Restaurants, Vegetarian, Italian, Cafes, Nightlife, Desserts","61aca52666e2b451ab58b124","UnnD4eyYTYPvEnljagXnDg","J1bbzkJ_J3uK2L0U6h7tgw","MjpH-uP90jTUp_KqAOiBJg",4,0,0,0,"Where else can you enjoy a full dinner menu at half past eleven pm while enjoying the sounds and taste of my guilty pleasures playing in the back bar; Kesha, Gaga, Britney and of course, A warm pecan pie with a scoop of Vanilla Ice. 

Fun crowd, great service, great food and a wonderful time in Boston. 

A must: spaghetti and meatballs just how it should be. Soup of the day with fries. Truffled mashed with a piece of medium rare filet.",1393191841000,"61aca64ba536b27596ec2956"
14014,"MjpH-uP90jTUp_KqAOiBJg","Stella","1525 Washington St","Boston","MA","02118",42.3398827,-71.0725726,4,816,0,"Bars, Wine Bars, Food, Restaurants, Vegetarian, Italian, Cafes, Nightlife, Desserts","61aca52666e2b451ab58b124","A-iM1r11bvNKDZLWC09oEA","1LKjADWbkECfxSBhbg0koQ","MjpH-uP90jTUp_KqAOiBJg",4,0,0,0,"My girlfriend and I thought to try out a new place and had a wonderful experience at Stella. The food, service and ambiance were all superb. The server we had was nice and attentive but never intrusive. Ambiance was also fantastic, Stella has a nice size patio with ample seating. Wile the noise level is a little higher outside the rstaurant still feels very intimate. Food also scores high marks. We dined on parmesean arancini, pan seared sole and tagliatelle bolognese all of which were mighty delicious. The bolognese however was quite heavy and its a big portion so come hungry if you get it! All in all I enjoyed Stella and will certainly return for another meal!",1338222445000,"61aca64ba536b27596ec28a8"
14014,"MjpH-uP90jTUp_KqAOiBJg","Stella","1525 Washington St","Boston","MA","02118",42.3398827,-71.0725726,4,816,0,"Bars, Wine Bars, Food, Restaurants, Vegetarian, Italian, Cafes, Nightlife, Desserts","61aca52666e2b451ab58b124","xlXTxXzX1_qn0dUDJC53ag","D4DYasMG78ElQ00oLWNKmg","MjpH-uP90jTUp_KqAOiBJg",2,0,0,0,"I found this place to be a little pompous. The food is pretty good, but the attitude is not. The crowd seems to be the type that aren't really interested in anything other than themselves. If your looking for a nice place to have a cocktail with a few friends, then this place is fine. A very gay friendly venue.",1282422421000,"61aca64ba536b27596ec285b"
14014,"MjpH-uP90jTUp_KqAOiBJg","Stella","1525 Washington St","Boston","MA","02118",42.3398827,-71.0725726,4,816,0,"Bars, Wine Bars, Food, Restaurants, Vegetarian, Italian, Cafes, Nightlife, Desserts","61aca52666e2b451ab58b124","QkOYEZbfFCgXOpclpQ6FqA","i179uR9d_OLLXwPR8KgStA","MjpH-uP90jTUp_KqAOiBJg",2,1,0,0,"We came here for my friends birthday - on a Saturday night. 

Service- good, not great. We had to ask for water multiple times. Once our appetizers were finished, we waited about 30 minutes for our meals.

Food - good, not great. 2 of the girls got the bolognese, another the seafood special and I got the gnocchi. Each of the girls had huge portions - I had maybe 8 gnocchi. I was finished with my meal as they were just starting in on theirs. I hadn't had an app since I didn't want to overdo it - however I did leave the restaurant hungry. For $60 a person I expected more.",1421591725000,"61aca64ba536b27596ec28ad"
14321,"J3Xb6uihPkZOKe4wNmYGFQ","Prezza","24 Fleet St","Boston","MA","02113",42.3646053211,-71.0528083347,4,336,1,"Italian, Restaurants","61aca52666e2b451ab58b169","kp2UmMAcaDNxo72ynwt-FQ","kRlgxw0jxUI2zjfYl6-swA","J3Xb6uihPkZOKe4wNmYGFQ",4,0,0,0,"Very enjoyable atmosphere. A step above what you usually expect in the North End. Food was great service was good. Priced a little higher than most places in the area but worth it in my book.",1479764864000,"61aca64ba536b27596ec285f"
14521,"ffiIzVoguD98ZCE414qc2Q","Ames Plow Tavern","294 Faneuil Hall Marketplace","Boston","MA","02228",42.3602197,-71.0547765,3,80,0,"Nightlife, Bars, Restaurants, American (Traditional)","61aca52666e2b451ab58b172","ahXZuwHPp31p-wLMqs0Vgw","uxrF3vfig-nv4K036KAbjg","ffiIzVoguD98ZCE414qc2Q",4,0,0,0,"Nice casual day time bar.  Great on a summer day to just kick back, grab a drink with a few buddies, and people watch all day.  It's reasonably priced, good beer selection.  You can't go wrong.",1373663984000,"61aca64ba536b27596ec2829"
14872,"8mlbrG6stc1qYZH8jUfVSA","Our House East","52 Gainsborough St","Boston","MA","02115",42.3417736,-71.0872718,2.5,82,0,"Bars, Pubs, American (Traditional), Restaurants, Nightlife","61aca52666e2b451ab58b1a2","rVguHzA_Tgie5WNJFGSf9A","TuFsdCB7HzJ4eigRQQYNbw","8mlbrG6stc1qYZH8jUfVSA",2,0,0,0,"1) See review of conor larkin's by Billie S.  
 2) Apply said review to Our House East.

She said it all, really, so there's not much for me to add (except to explain my generous gift of the second star: the bar itself gets lots of sunlight during the day ... I like that in a bar).",1146193781000,"61aca64ba536b27596ec28ac"
15472,"r5Vn-sS0bLtXxPLf_WbfTQ","Sassagoula Floatworks and Food Factory - Temporarily Unavailable","2201 Orleans Dr","Orlando","FL","32830",28.3805410255,-81.5369088515,3.5,120,1,"American (Traditional), Restaurants","61aca52666e2b451ab58b1ee","Hk5fccOQ9F9vL5tL7wn37w","cKJ0r01eF7E-tYp2FQOyRA","r5Vn-sS0bLtXxPLf_WbfTQ",3,5,0,0,"Small food court, but you come here for the beignets.  Its not the best, and by far not NOLA, but its still a treat.  I wish they had better coffee to go with the beignets.

Food wise, its ok.  Service could be better.  Many of the workers have an attitude. Not sure if they really don't want to be working there, or, if that's the attitude of the ""south"" or New Awlins types.  Whatever.  Don't need to give me attitude when I'm confuseed what's considered a snack point or an entree! I'm a tourist with a food plan, not a local regular.

3 stars for the service, and perpahs the lack of selection for a food court.  Riverside, just down the walkway, has more variety, but no beignets.",1365618801000,"61aca64ba536b27596ec27ba"
15472,"r5Vn-sS0bLtXxPLf_WbfTQ","Sassagoula Floatworks and Food Factory - Temporarily Unavailable","2201 Orleans Dr","Orlando","FL","32830",28.3805410255,-81.5369088515,3.5,120,1,"American (Traditional), Restaurants","61aca52666e2b451ab58b1ee","hWQXRTNPcdKa87R_lzAvjw","NGij3nQ6uyI847Y1XPxnng","r5Vn-sS0bLtXxPLf_WbfTQ",3,0,0,0,"It's close, it's not quick, but it's easy to get to and have lots of lunch and dinner options.  Breakfast on the other hand had pretty limited options. It's a quick service food court. You really can't expect much.",1413030443000,"61aca64ba536b27596ec27bb"
15472,"r5Vn-sS0bLtXxPLf_WbfTQ","Sassagoula Floatworks and Food Factory - Temporarily Unavailable","2201 Orleans Dr","Orlando","FL","32830",28.3805410255,-81.5369088515,3.5,120,1,"American (Traditional), Restaurants","61aca52666e2b451ab58b1ee","K3S23aoSP2D1-e9P3SyR4w","acMP24u75a6Kr96oXt0YCw","r5Vn-sS0bLtXxPLf_WbfTQ",4,1,0,0,"I came here on a mission for one thing and one thing only, the beignet sundae.  For those who don't the beignet is New Orleans version of the doughnut.  In my opinion the beignet is one of the best Disney desserts you can get.

My trusted guide Disney Food Blog recommended getting cappuccino ice cream so I got that along with the Nutella ice cream.  I would just pick one flavor next time, but it was still good.  Now how good is it in my opinion, real good but not amazing.   This is definitely worth a try.",1505918188000,"61aca64ba536b27596ec2867"
13521,"W0Lmpe7yIVercq9ouNzrxA","Lower Mills Tavern","2269 Dorchester Ave","Boston","MA","02124",42.2730022,-71.0680925,4,141,1,"Coffee & Tea, Nightlife, Restaurants, Desserts, Cocktail Bars, Sports Bars, Pubs, Food, Bars, American (Traditional), American (New)","61aca52666e2b451ab58b0e1","VCb_su30J6z7TcJFPq6glQ","RK8u82icGcxs3OXhLN1tsg","W0Lmpe7yIVercq9ouNzrxA",5,0,0,0,"I ate both brunch and dinner here this week. The menu is small, but the food is well done and I love the atmosphere. Of all the new spots in Dot, this is my favorite. 
Brunch: my four friends and I were all thrilled with our meals. I had the blueberry pancakes and they were amazing--flavorful and buttery with crispy edges. The bacon and coffee were incredible, too. My only critique (and it's super minor!): the sugar bowl is fully stocked with artificial sweeteners and only 2 sugars. Our table asked for more sugar and was given another bowl with the same setup. Strange ratio. Also, with such high quality coffee, I was surprised not to see liquid sugar on the table. 
Dinner: We were seated promptly by a friendly hostess. A sweet and personable waitress took our drink order. But then we had another waitress--who was a tad intense. Our group had pizza and burgers and were all happy with our choices. Our waitress forgot about us after a male friend of hers came in to visit. It was odd--she stood a few feet from us, but was too engrossed in her conversation to notice we were done with our meals. We waited a while before the sweet waitress from earlier came by to wrap up our leftovers and bring us our check. We wished our tip could have gone directly to her and the hostess!",1485542484000,"61aca64ba536b27596ec281c"
14287,"vsEZ7pn2k9ITuAKPCjMlCA","Jose McIntyre's","160 Milk St","Boston","MA","02109",42.3585955,-71.0527324,3,115,0,"Pubs, Restaurants, Mexican, Nightlife, Bars","61aca52666e2b451ab58b16c","w2FFqFIxEqH_mnIzkh8axA","O8LE_WxzH_Jf_gFyfIk7WA","vsEZ7pn2k9ITuAKPCjMlCA",3,0,1,0,"I've also gone to this place and walked out with an empty wallet.  Usually a good place for dancing upstairs while getting hammered.  Bathrooms look like someone walked in to do some remodeling and left halfway thru.  Although I've never gone to this place and regretted it.  Place is usually crawling with college girls dancing and guys spitting game at them.  I'm not kidding.  The upstairs is the place to be if you plan on going here.  Downstairs kind of sucks and doesn't look right with the rest of the place.


There's a hidden bar around the corner on the first floor.  Although, I'm not a fan of asking for a White Russian and having the bartender explain to me he has none of the ingredient for one of those, except for the vodka.  Thanks guy.",1335640737000,"61aca64ba536b27596ec28a3"
14973,"8e-xCj4xWGoYknADpovxVQ","Whitewood Mediterranean Grill","1 S Orange Ave","Orlando","FL","32801",28.5418941,-81.3787673,3.5,119,0,"Food, Restaurants, Mediterranean","61aca52666e2b451ab58b1ab","nw6dMN4dVYza32t4fOYJWw","5kFcxNT_ngVMu2fIEtFQNA","8e-xCj4xWGoYknADpovxVQ",4,4,0,1,"Super fan of this spot in downtown! Came out for a lunch meeting and was surprised at how good it truly was.  Ordered the Lamb Gyro platter with side of Hummus and Babaghanoush. Platter has a good portion of lamb on top of a small amount of rice... served with pita and pita chips. 

Great Lunch spot. My new fav Mediterranean food place in Orlando!",1375543963000,"61aca64ba536b27596ec2746"
15550,"pjsMrFW2Jk1QskaIv_q8BA","Radisson Hotels and Resorts Orlando","8444 International Dr","Orlando","FL","32819",28.4434226,-81.4724028,2,31,0,"Hotels & Travel, Event Planning & Services, Restaurants, Hotels","61aca52666e2b451ab58b1fa","g_WtLOQlZDnP-P7bUAjo7g","R67_W_HXmsO-bd872AKw8Q","pjsMrFW2Jk1QskaIv_q8BA",3,0,0,0,"Had sleep number beds which was interesting if you didn't know your number (i did).. Average hotel. Plus thing was the YMCA that was adjacent that had work out facilities.",1278532404000,"61aca64ba536b27596ec28b3"
